"","Title","Author","Subject","Abstract","Meta"
"29","Addressing Concept Shift in Online Time Series Forecasting: Detect-then-Adapt","YiFan Zhang, Weiqi Chen, Zhaoyang Zhu, Dalin Qin, Liang Sun, Xue Wang, Qingsong Wen, Zhang Zhang, Liang Wang, Rong Jin","Machine Learning (cs.LG)","Online updating of time series forecasting models aims to tackle the challenge of concept drifting by adjusting forecasting models based on streaming data. While numerous algorithms have been developed, most of them focus on model design and updating. In practice, many of these methods struggle with continuous performance regression in the face of accumulated concept drifts over time. To address this limitation, we present a novel approach, Concept \textbf{D}rift \textbf{D}etection an\textbf{D} \textbf{A}daptation (D3A), that first detects drifting conception and then aggressively adapts the current model to the drifted concepts after the detection for rapid adaption. To best harness the utility of historical data for model adaptation, we propose a data augmentation strategy introducing Gaussian noise into existing training instances. It helps mitigate the data distribution gap, a critical factor contributing to train-test performance inconsistency. The significance of our data augmentation process is verified by our theoretical analysis. Our empirical studies across six datasets demonstrate the effectiveness of D3A in improving model adaptation capability. Notably, compared to a simple Temporal Convolutional Network (TCN) baseline, D3A reduces the average Mean Squared Error (MSE) by $43.9\%$. For the state-of-the-art (SOTA) model, the MSE is reduced by $33.3\%$.","Fri, 22 Mar 2024 04:44:43 UTC (5,404 KB)"
"30","Contrastive Learning on Multimodal Analysis of Electronic Health Records","Tianxi Cai, Feiqing Huang, Ryumei Nakada, Linjun Zhang, Doudou Zhou","Machine Learning (stat.ML)","Electronic health record (EHR) systems contain a wealth of multimodal clinical data including structured data like clinical codes and unstructured data such as clinical notes. However, many existing EHR-focused studies has traditionally either concentrated on an individual modality or merged different modalities in a rather rudimentary fashion. This approach often results in the perception of structured and unstructured data as separate entities, neglecting the inherent synergy between them. Specifically, the two important modalities contain clinically relevant, inextricably linked and complementary health information. A more complete picture of a patient's medical history is captured by the joint analysis of the two modalities of data. Despite the great success of multimodal contrastive learning on vision-language, its potential remains under-explored in the realm of multimodal EHR, particularly in terms of its theoretical understanding. To accommodate the statistical analysis of multimodal EHR data, in this paper, we propose a novel multimodal feature embedding generative model and design a multimodal contrastive loss to obtain the multimodal EHR feature representation. Our theoretical analysis demonstrates the effectiveness of multimodal learning compared to single-modality learning and connects the solution of the loss function to the singular value decomposition of a pointwise mutual information matrix. This connection paves the way for a privacy-preserving algorithm tailored for multimodal EHR feature representation learning. Simulation studies show that the proposed algorithm performs well under a variety of configurations. We further validate the clinical utility of the proposed algorithm in real-world EHR data.","Fri, 22 Mar 2024 03:01:42 UTC (5,781 KB)"
"31","Computational Approaches for Exponential-Family Factor Analysis","Liang Wang, Luis Carvalho","Methodology (stat.ME)","We study a general factor analysis framework where the $n$-by-$p$ data matrix is assumed to follow a general exponential family distribution entry-wise. While this model framework has been proposed before, we here further relax its distributional assumption by using a quasi-likelihood setup. By parameterizing the mean-variance relationship on data entries, we additionally introduce a dispersion parameter and entry-wise weights to model large variations and missing values. The resulting model is thus not only robust to distribution misspecification but also more flexible and able to capture non-Gaussian covariance structures of the data matrix. Our main focus is on efficient computational approaches to perform the factor analysis. Previous modeling frameworks rely on simulated maximum likelihood (SML) to find the factorization solution, but this method was shown to lead to asymptotic bias when the simulated sample size grows slower than the square root of the sample size $n$, eliminating its practical application for data matrices with large $n$. Borrowing from expectation-maximization (EM) and stochastic gradient descent (SGD), we investigate three estimation procedures based on iterative factorization updates. Our proposed solution does not show asymptotic biases, and scales even better for large matrix factorizations with error $O(1/p)$. To support our findings, we conduct simulation experiments and discuss its application in three case studies.","Fri, 22 Mar 2024 02:58:14 UTC (4,090 KB)"
"32","Analysis of Log Data from an International Online Educational Assessment System: A Multi-state Survival Modeling Approach to Reaction Time between and across Action Sequence","Jina Park, Ick Hoon Jin, Minjeong Jeon","Applications (stat.AP)","With increasingly available computer-based or online assessments, researchers have shown keen interest in analyzing log data to improve our understanding of test takers' problem-solving processes. In this paper, we propose a multi-state survival model (MSM) to action sequence data from log files, focusing on modeling test takers' reaction times between actions, in order to investigate which factors and how they influence test takers' transition speed between actions. In particular, we focus on the effects of the occurrence and timing of key actions that differentiate correct answers from incorrect answers. We demonstrate our proposed approach with problem-solving test items from the the Programme for International Assessment of Adult Competence (PIAAC) problem-solving test items.","Fri, 22 Mar 2024 02:02:19 UTC (9,935 KB)"
"33","Unraveling Contagion Origins: Optimal Estimation through Maximum-Likelihood and Starlike Tree Approximation in Markovian Spreading Models","Pei-Duo Yu, Chee Wei Tan, Liang Zheng, Chao Zhao","Social and Information Networks (cs.SI)","Identifying the source of epidemic-like spread in networks is crucial for tasks like removing internet viruses or finding the rumor source in online social networks. The challenge lies in tracing the source from a snapshot observation of infected nodes. How do we accurately pinpoint the source? Utilizing snapshot data, we apply a probabilistic approach, focusing on the graph boundary and the observed time, to detect sources via an effective maximum likelihood algorithm. A novel starlike tree approximation extends applicability to general graphs, demonstrating versatility. We highlight the utility of the Gamma function for analyzing the asymptotic behavior of the likelihood ratio between nodes. Comprehensive evaluations confirm algorithmic effectiveness in diverse network scenarios, advancing rumor source detection in large-scale network analysis and information dissemination strategies.","Fri, 22 Mar 2024 00:19:29 UTC (12,842 KB)"
"34","Description of CuInP$_{2}$S$_{6}$ ferrielectrics in a mixed Ising model","R. Yevych, V. Liubachko, V. Hryts, M. Medulych, A. Kohutych, Yu. Vysochanskii","Soft Condensed Matter (cond-mat.soft)","The appearance of spontaneous polarization in CuInP$_{2}$S$_{6}$ ferrielectrics is related to the second order Jahn-Teller effect for copper cations located in a double-well local potential, the stereoactivity of indium cations located in a three-well local potential, as well as the valence fluctuations of phosphorus cations. The paraelectric to ferrielectric phase transition is primarily determined by the coupling of indium cations with their surroundings. This transition can be analyzed using the mixed Ising model with spins $s = 1/2$ and $S = 1$. The spectrum of pseudospin fluctuations at different temperatures was calculated using a mean-field approach for a set of quantum anharmonic oscillators. The results were then compared with Raman spectroscopy data for CuInP$_{2}$S$_{6}$ crystal. The analysis indicates that the lattice anharmonicity below 150 K, is mainly determined by the indium sublattice, leading to the coexistence of the glassy state and ferrielectric phase. Above 150 K, the anharmonicity of the copper sublattice activates the ionic conductivity and results in the existence of a long-ranged fluctuated cluster of spontaneous polarization in a temperature interval of the paraelectric phase above $T_{C}$.","Thu, 21 Mar 2024 22:04:04 UTC (5,100 KB)"
"35","Revisiting the wetting behavior of solid surfaces by water-like models within a density functional theory","A. Kozina, M. Aguilar, O. Pizio, S. Sokołowski","Soft Condensed Matter (cond-mat.soft)","We perform the analysis of predictions of a classical density functional theory for associating fluids with different association strength concerned with wetting of solid surfaces. The four associating sites water-like models with non-associative square-well attraction parametrized by Clark et al. [Mol. Phys., 2006, 104, 3561] are considered. The fluid-solid potential is assumed to have a 10-4-3 functional form. The growth of water film on the substrate upon changing the chemical potential is described. The wetting and prewetting critical temperatures, as well as the prewetting phase diagram are evaluated for different fluid-solid attraction strength from the analysis of the adsorption isotherms. Moreover, the temperature dependence of the contact angle is obtained from the Young equation. It yields estimates for the wetting temperature as well. Theoretical findings are compared with experimental results and in a few cases with data from computer simulations. The theory is successful and quite accurate in describing the wetting temperature and contact angle changes with temperature for different values of fluid-substrate attraction. Moreover, the method provides an easy tool to study other associating fluids on solids of importance for chemical engineering, in comparison with laboratory experiments and computer simulations.","Thu, 21 Mar 2024 20:40:40 UTC (278 KB)"
"36","Non-holomorphic modular forms from zeta generators","Daniele Dorigoni, Mehregan Doroudiani, Joshua Drewitt, Martijn Hidding, Axel Kleinschmidt, Oliver Schlotterer, Leila Schneps, Bram Verbeek","High Energy Physics - Theory (hep-th)","We study non-holomorphic modular forms built from iterated integrals of holomorphic modular forms for SL$(2,\mathbb Z)$ known as equivariant iterated Eisenstein integrals. A special subclass of them furnishes an equivalent description of the modular graph forms appearing in the low-energy expansion of string amplitudes at genus one. Notably the Fourier expansion of modular graph forms contains single-valued multiple zeta values. We deduce the appearance of products and higher-depth instances of multiple zeta values in equivariant iterated Eisenstein integrals, and ultimately modular graph forms, from the appearance of simpler odd Riemann zeta values. This analysis relies on so-called zeta generators which act on certain non-commutative variables in the generating series of the iterated integrals. From an extension of these non-commutative variables we incorporate iterated integrals involving holomorphic cusp forms into our setup and use them to construct the modular completion of triple Eisenstein integrals. Our work represents a fully explicit realisation of the modular graph forms within Brown's framework of equivariant iterated Eisenstein integrals and reveals structural analogies between single-valued period functions appearing in genus zero and one string amplitudes.","Thu, 21 Mar 2024 20:12:04 UTC (5,750 KB)"
"37","Normalizing Flows for Domain Adaptation when Identifying $Λ$ Hyperon Events","Rowan Kelleher, Anselm Vossen","Data Analysis, Statistics and Probability (physics.data-an)","This study focuses on the novel application of a normalizing flow as a method of domain adaptation. Normalizing flows offer a way to transform data points between two different distributions. The present study investigates a method of transforming latent representations of physics data to a normal distribution and then to a physics distribution again. The final distribution models a simulated distribution. Following the transformation process, the data can be classified by a neural network trained on labeled simulation data. The present study succeeds in training two normalizing flows that can transform between data (or simulation) and a Gaussian distribution.","Thu, 21 Mar 2024 19:32:31 UTC (682 KB)"
"38","Identifying Attention-Deficit/Hyperactivity Disorder through the electroencephalogram complexity","Dimitri Marques Abramov, Henrique Santos Lima, Vladimir Lazarev, Paulo Ricardo Galhanone, Constantino Tsallis","Neurons and Cognition (q-bio.NC)","There are reasons to suggest that a number of mental disorders may be related to alteration in the neural complexity (NC). Thus, quantitative analysis of NC could be helpful in classifying mental conditions and clarifying our understanding about them. Here, we have worked with youths, typical and with attention-deficit/hyperactivity disorder (ADHD), whose neural complexity was assessed using q-statistics applied to the electroencephalogram (EEG). The EEG was recorded while subjects performed the visual Attention Network Test (ANT) based on the OddBall paradigm and during a shortpretask period of resting state. Time intervals of the EEG amplitudes that passed a threshold (signal regularity indicator) were collected from task and pretask signals from each subject. The data were satisfactorily fitted with a stretched $q$-exponential including a power-law prefactor(characterized by the exponent c), thus determining the best $(c, q)$ for each subject, indicative of their individual complexity. We found larger values of $q$ and $c$ in ADHD subjects as compared with the typical subjects both at task and pretask periods, the task values for both groups being larger than at rest. The $c$ parameter was highly specific in relation to DSM diagnosis for inattention, where well-defined clusters were observed. The parameter values were organized in four well-defined clusters in $(c, q)$-space. As expected, the tasks apparently induced greater complexity in neural functional states with likely greater amount of internal information processing. The results suggest that complexity is higher in ADHD subjects than in typical pairs. The distribution of values in the $(c, q)$-space derived from $q$-statistics seems to be a promising biomarker for ADHD diagnosis.","Thu, 21 Mar 2024 19:26:52 UTC (516 KB)"
"39","Background information: a study on the sensitivity of astrophysical gravitational-wave background searches","Arianna I. Renzini, Thomas A. Callister, Katerina Chatziioannou, Will M. Farr","High Energy Astrophysical Phenomena (astro-ph.HE)","The vast majority of gravitational-wave signals from stellar-mass compact binary mergers are too weak to be individually detected with present-day instruments and instead contribute to a faint, persistent background. This astrophysical background is targeted by searches that model the gravitational-wave ensemble collectively with a small set of parameters. The traditional search models the background as a stochastic field and estimates its amplitude by cross-correlating data from multiple interferometers. A different search uses gravitational-wave templates to marginalize over all individual event parameters and measure the duty cycle and population properties of binary mergers. Both searches ultimately estimate the total merger rate of compact binaries and are expected to yield a detection in the coming years. Given the conceptual and methodological differences between them, though, it is not well understood how their results should be mutually interpreted. In this paper, we use the Fisher information to study the implications of a background detection in terms of which region of the Universe each approach probes. Specifically, we quantify how information about the compact binary merger rate is accumulated by each search as a function of the event redshift. For the LIGO Design sensitivity and a uniform-in-comoving-volume distribution of equal-mass 30M_sol binaries, the traditional cross-correlation search obtains 99% of its information from binaries up to redshift 2.5 (average signal-to-noise-ratio <8), and the template-based search from binaries up to redshift 1.0 (average signal-to-noise-ratio ~8). While we do not calculate the total information accumulated by each search, our analysis emphasizes the need to pair any claimed detection of the stochastic background with an assessment of which binaries contribute to said detection.","Thu, 21 Mar 2024 19:14:10 UTC (847 KB)"
"40","The central black hole in the dwarf spheroidal galaxy Leo I Not supermassive, at most an intermediate-mass candidate","R. Pascale, C. Nipoti, F. Calura, A. Della Croce","Astrophysics of Galaxies (astro-ph.GA)","It has been recently claimed that a surprisingly massive black hole (BH) is present in the core of the dwarf spheroidal galaxy (dSph) Leo I. Based on integral field spectroscopy, this finding challenges the typical expectation of dSphs hosting BHs of intermediate-mass, since such a BH would better be classified as supermassive. Indeed, the analysis points toward Leo I harboring a BH with a lower mass limit exceeding a few $10^6M_\odot$ at $1\sigma$, and the no BH case excluded at 95\% significance. Such a value, comparable to the entire stellar mass of the galaxy, makes Leo I a unique system that warrants further investigations. Using equilibrium models based on distribution functions (DFs) depending on actions $f({\boldsymbol J})$ coupled with the same integral field spectroscopy data and an extensive exploration of a very large parameter space, we demonstrate, within a comprehensive Bayesian framework of model-data comparison, that the posterior on the BH mass is flat towards the low-mass end and, thus, that the kinematics of the central galaxy region only imposes an upper limit on the BH mass of few $10^5M_\odot$ (at $3\sigma$). Such an upper limit brings back the putative BH of Leo I under the category of intermediate-mass BHs, and it is also in line with formation scenarios and expectations from scaling relations at the mass regime of dwarf galaxies.","Thu, 21 Mar 2024 19:00:02 UTC (6,909 KB)"
"41","Fast likelihood-free inference in the LSS Stage IV era","Guillermo Franco Abellán, Guadalupe Cañas Herrera, Matteo Martinelli, Oleg Savchenko, Davide Sciotti, Christoph Weniger","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","Forthcoming large-scale structure (LSS) Stage IV surveys will provide us with unprecedented data to probe the nature of dark matter and dark energy. However, analysing these data with conventional Markov Chain Monte Carlo (MCMC) methods will be challenging, due to the increase in the number of nuisance parameters and the presence of intractable likelihoods. In light of this, we present the first application of Marginal Neural Ratio Estimation (MNRE) (a recent approach in simulation-based inference) to LSS photometric probes: weak lensing, galaxy clustering and the cross-correlation power spectra. In order to analyse the hundreds of spectra simultaneously, we find that a pre-compression of data using principal component analysis, as well as parameter-specific data summaries lead to highly accurate results. Using expected Stage IV experimental noise, we are able to recover the posterior distribution for the cosmological parameters with a speedup factor of $\sim 40-60$ compared to classical MCMC methods. To illustrate that the performance of MNRE is not impeded when posteriors are highly non-Gaussian, we test a scenario of two-body decaying dark matter, finding that Stage IV surveys can improve current bounds on the model by up to one order of magnitude. This result supports that MNRE is a powerful framework to constrain the standard cosmological model and its extensions with next-generation LSS surveys.","Thu, 21 Mar 2024 18:00:02 UTC (2,825 KB)"
"42","Foundation Models for Time Series Analysis: A Tutorial and Survey","Yuxuan Liang, Haomin Wen, Yuqi Nie, Yushan Jiang, Ming Jin, Dongjin Song, Shirui Pan, Qingsong Wen","Machine Learning (cs.LG)","Time series analysis stands as a focal point within the data mining community, serving as a cornerstone for extracting valuable insights crucial to a myriad of real-world applications. Recent advancements in Foundation Models (FMs) have fundamentally reshaped the paradigm of model design for time series analysis, boosting various downstream tasks in practice. These innovative approaches often leverage pre-trained or fine-tuned FMs to harness generalized knowledge tailored specifically for time series analysis. In this survey, we aim to furnish a comprehensive and up-to-date overview of FMs for time series analysis. While prior surveys have predominantly focused on either the application or the pipeline aspects of FMs in time series analysis, they have often lacked an in-depth understanding of the underlying mechanisms that elucidate why and how FMs benefit time series analysis. To address this gap, our survey adopts a model-centric classification, delineating various pivotal elements of time-series FMs, including model architectures, pre-training techniques, adaptation methods, and data modalities. Overall, this survey serves to consolidate the latest advancements in FMs pertinent to time series analysis, accentuating their theoretical underpinnings, recent strides in development, and avenues for future research exploration.","Thu, 21 Mar 2024 10:08:37 UTC (2,004 KB)"
"43","Individual and Product-Related Antecedents of Electronic Word-of-Mouth","Bogdan Anastasiei, Nicoleta Dospinescu, Octavian Dospinescu","Computers and Society (cs.CY)","This research investigates the antecedents of positive and negative electronic word-of-mouth (eWOM) propensity, as well as the impact of eWOM propensity on the intention to repurchase the product. Two types of eWOM predictors were considered: product related variables and personal factors. The data were collected through an online survey conducted on a sample of 335 Romanian subjects, and the analysis method was Structural Equation Modeling. Our findings show that personal factors - social media usage behavior, marketing mavenism and need to evaluate - are the most important antecedents of the intention to write product reviews and comments online, either positive or negative. From the product related factors, only brand trust influences the propensity to provide eWOM. Furthermore, both positive and negative eWOM intentions are associated with the repurchase intention.","Tue, 19 Mar 2024 07:50:26 UTC (592 KB)"
"44","Visualizing Progress in Broadening Participation in Computing: The Value of Context","Valerie Barr, Carla E. Brodley, Manuel A. Pérez-Quiñones","Computers and Society (cs.CY)","Concerns about representation in computing within the U.S. have driven numerous activities to broaden participation. Assessment of the impact of these efforts and, indeed, a clear assessment of the actual ""problem"" being addressed are limited by the nature of the most common data analysis which looks at the representation of each population as a percentage of the number of students graduating with a degree in computing. This use of a single metric cannot adequately assess the impact of broadening participation efforts. First, this approach fails to account for changing demographics of the undergraduate population in terms of overall numbers and relative proportion of the Federally designated gender, race, and ethnicity groupings. A second issue is that the majority of literature on broadening participation in computing (BPC) reports data on gender or on race/ethnicity, omitting data on students' intersectional identities. This leads to an incorrect understanding of both the data and the challenges we face as a field. In this paper we present several different approaches to tracking the impact of BPC efforts. We make three recommendations: 1) cohort-based analysis should be used to accurately show student engagement in computing; 2) the field as a whole needs to adopt the norm of always reporting intersectional data; 3) university demographic context matters when looking at how well a CS department is doing to broaden participation in computing, including longitudinal analysis of university demographic shifts that impact the local demographics of computing.","Mon, 18 Mar 2024 01:12:02 UTC (3,485 KB)"
"45","Synergy of Information in Multimodal IoT Systems -- Discovering the impact of daily behaviour routines on physical activity level","Mohsen Shirali, Zahra Ahmadi, Carlos Fernández-Llatas, Jose-Luis Bayo-Monton","Computers and Society (cs.CY)","The intricate connection between daily behaviours and health necessitates robust behaviour monitoring, particularly with the advent of IoT systems. This study introduces an innovative approach, exploiting the synergy of information from various IoT sources, to assess the alignment of behaviour routines with health guidelines. We grouped routines based on guideline compliance and used a clustering method to identify similarities in behaviours and key characteristics within each cluster. Applied to an elderly care case study, our approach unveils patterns leading to physical inactivity by categorising days based on recommended daily steps. Utilising data from wristbands, smartphones, and ambient sensors, the study provides insights not achievable with single-source data. Visualisation in a calendar view aids health experts in understanding patient behaviours, enabling precise interventions. Notably, the approach facilitates early detection of behaviour changes during events like COVID-19 and Ramadan, available in our dataset. This work signifies a promising path for behavioural analysis and discovering variations to empower smart healthcare, offering insights into patient health, personalised interventions, and healthier routines through continuous IoT-driven data analysis.","Sun, 17 Mar 2024 21:06:38 UTC (7,792 KB)"
"46","A2CI: A Cloud-based, Service-oriented Geospatial Cyberinfrastructure to Support Atmospheric Research","Wenwen Li, Hu Shao, Sizhe Wang, Xiran Zhou, Sheng Wu","Computers and Society (cs.CY)","Big earth science data offers the scientific community great opportunities. Many more studies at large-scales, over long-terms and at high resolution can now be conducted using the rich information collected by remote sensing satellites, ground-based sensor networks, and even social media input. However, the hundreds of terabytes of information collected and compiled on an hourly basis by NASA and other government agencies present a significant challenge for atmospheric scientists seeking to improve the understanding of the Earth atmospheric system. These challenges include effective discovery, organization, analysis and visualization of large amounts of data. This paper reports the outcomes of an NSF-funded project that developed a geospatial cyberinfrastructure -- the A2CI (Atmospheric Analysis Cyberinfrastructure) -- to support atmospheric research. We first introduce the service-oriented system framework then describe in detail the implementation of the data discovery module, data management module, data integration module, data analysis and visualization modules following the cloud computing principles-Data-as-a-Service, Software-as-a-Service, Platform-as-a-Service and Infrastructure-as-a-Service. We demonstrate the graphic user interface by performing an analysis between Sea Surface Temperature and the intensity of tropical storms in the North Atlantic and Pacific oceans. We expect this work to contribute to the technical advancement of cyberinfrastructure research as well as to the development of an online, collaborative scientific analysis system for atmospheric science.","Fri, 15 Mar 2024 08:28:38 UTC (2,731 KB)"
"47","Developing and Deploying Industry Standards for Artificial Intelligence in Education (AIED): Challenges, Strategies, and Future Directions","Richard Tong, Haoyang Li, Joleen Liang, Qingsong Wen","Computers and Society (cs.CY)","The adoption of Artificial Intelligence in Education (AIED) holds the promise of revolutionizing educational practices by offering personalized learning experiences, automating administrative and pedagogical tasks, and reducing the cost of content creation. However, the lack of standardized practices in the development and deployment of AIED solutions has led to fragmented ecosystems, which presents challenges in interoperability, scalability, and ethical governance. This article aims to address the critical need to develop and implement industry standards in AIED, offering a comprehensive analysis of the current landscape, challenges, and strategic approaches to overcome these obstacles. We begin by examining the various applications of AIED in various educational settings and identify key areas lacking in standardization, including system interoperability, ontology mapping, data integration, evaluation, and ethical governance. Then, we propose a multi-tiered framework for establishing robust industry standards for AIED. In addition, we discuss methodologies for the iterative development and deployment of standards, incorporating feedback loops from real-world applications to refine and adapt standards over time. The paper also highlights the role of emerging technologies and pedagogical theories in shaping future standards for AIED. Finally, we outline a strategic roadmap for stakeholders to implement these standards, fostering a cohesive and ethical AIED ecosystem. By establishing comprehensive industry standards, such as those by IEEE Artificial Intelligence Standards Committee (AISC) and International Organization for Standardization (ISO), we can accelerate and scale AIED solutions to improve educational outcomes, ensuring that technological advances align with the principles of inclusivity, fairness, and educational excellence.","Wed, 13 Mar 2024 22:38:08 UTC (2,156 KB)"
"48","Kernel Alignment for Unsupervised Feature Selection via Matrix Factorization","Ziyuan Lin, Deanna Needell","Machine Learning (cs.LG)","By removing irrelevant and redundant features, feature selection aims to find a good representation of the original features. With the prevalence of unlabeled data, unsupervised feature selection has been proven effective in alleviating the so-called curse of dimensionality. Most existing matrix factorization-based unsupervised feature selection methods are built upon subspace learning, but they have limitations in capturing nonlinear structural information among features. It is well-known that kernel techniques can capture nonlinear structural information. In this paper, we construct a model by integrating kernel functions and kernel alignment, which can be equivalently characterized as a matrix factorization problem. However, such an extension raises another issue: the algorithm performance heavily depends on the choice of kernel, which is often unknown a priori. Therefore, we further propose a multiple kernel-based learning method. By doing so, our model can learn both linear and nonlinear similarity information and automatically generate the most appropriate kernel. Experimental analysis on real-world data demonstrates that the two proposed methods outperform other classic and state-of-the-art unsupervised feature selection methods in terms of clustering results and redundancy reduction in almost all datasets tested.","Wed, 13 Mar 2024 20:35:44 UTC (836 KB)"
"49","Evaluating Pedagogical Incentives in Undergraduate Computing: A Mixed Methods Approach Using Learning Analytics","Laura J. Johnston, Takoua Jendoubi","Computers and Society (cs.CY)","In the context of higher education's evolving dynamics post-COVID-19, this paper assesses the impact of new pedagogical incentives implemented in a first-year undergraduate computing module at University College London. We employ a mixed methods approach, combining learning analytics with qualitative data, to evaluate the effectiveness of these incentives on increasing student engagement.
A longitudinal overview of resource interactions is mapped through Bayesian network analysis of Moodle activity logs from 204 students. This analysis identifies early resource engagement as a predictive indicator of continued engagement while also suggesting that the new incentives disproportionately benefit highly engaged students. Focus group discussions complement this analysis, providing insights into student perceptions of the pedagogical changes and the module design. These qualitative findings underscore the challenge of sustaining engagement through the new incentives and highlight the importance of communication in blended learning environments.
Our paper introduces an interpretable and actionable model for student engagement, which integrates objective, data-driven analysis with students' perspectives. This model provides educators with a tool to evaluate and improve instructional strategies. By demonstrating the effectiveness of our mixed methods approach in capturing the intricacies of student behaviour in digital learning environments, we underscore the model's potential to improve online pedagogical practices across diverse educational settings.","Wed, 13 Mar 2024 16:39:38 UTC (139 KB)"
"50","QubiCSV: An Open-Source Data Storage and Visualization Platform for Collaborative Qubit Control","Devanshu Brahmbhatt, Yilun Xu, Neel Vora, Larry Chen, Neelay Fruitwala, Gang Huang, Qing Ji, Phuc Nguyen","Quantum Physics (quant-ph)","Developing collaborative research platforms for quantum bit control is crucial for driving innovation in the field, as they enable the exchange of ideas, data, and implementation to achieve more impactful outcomes. Furthermore, considering the high costs associated with quantum experimental setups, collaborative environments are vital for maximizing resource utilization efficiently. However, the lack of dedicated data management platforms presents a significant obstacle to progress, highlighting the necessity for essential assistive tools tailored for this purpose. Current qubit control systems are unable to handle complicated management of extensive calibration data and do not support effectively visualizing intricate quantum experiment outcomes. In this paper, we introduce QubiCSV (Qubit Control Storage and Visualization), a platform specifically designed to meet the demands of quantum computing research, focusing on the storage and analysis of calibration and characterization data in qubit control systems. As an open-source tool, QubiCSV facilitates efficient data management of quantum computing, providing data versioning capabilities for data storage and allowing researchers and programmers to interact with qubits in real time. The insightful visualization are developed to interpret complex quantum experiments and optimize qubit performance. QubiCSV not only streamlines the handling of qubit control system data but also improves the user experience with intuitive visualization features, making it a valuable asset for researchers in the quantum computing domain.","Thu, 7 Mar 2024 00:49:42 UTC (19,150 KB)"
"51","Can the NANOGrav observations constrain the geometry of the universe?","Matteo Califano, Rocco D'Agostino, Daniele Vernieri","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","The theory of inflation provides an elegant explanation for the nearly flat universe observed today, which represents one of the pillars of the standard cosmological model. However, recent studies have reported some deviations from a flat geometry, arguing that a closed universe would be instead favored by observations. Given its central role played in the cosmological context, this paper revisits the issue of spatial curvature in light of the stochastic gravitational wave background signal recently detected by the NANOGrav collaboration. For this purpose, we investigate the primordial gravitational waves generated during inflation and their propagation in the post-inflationary universe. We propose a new parametrization of the gravitational wave power spectrum, taking into account spatial curvature, the tensor-to-scalar ratio and the spectral index of tensor perturbations. Therefore, we compare the theoretical predictions with NANOGrav data to possibly constrain the geometry of the universe. We find that the choice of the priors has a significant effect on the computed posterior distributions. In particular, using flat uniform priors results in $\Omega_{\mathcal{K},0}= 0.00 \pm 0.67$ at the 68\% confidence level. On the other hand, imposing a Planck prior, we obtain $\Omega_{\mathcal{K},0}= -0.05 \pm 0.17$ at the 68\% confidence level. This result aligns with the analysis of the cosmic microwave background radiation, and no deviations from a flat universe are found.","Fri, 22 Mar 2024 17:52:27 UTC (1,475 KB)"
"52","Closing the Information Gap in Unidentified Anomalous Phenomena (UAP) Studies","Gretchen R. Stahlman","Digital Libraries (cs.DL)","Unidentified Anomalous Phenomena (UAP), also known as Unidentified Flying Objects (UFOs), has shifted from being a stigmatized topic on the fringes of scientific inquiry to a legitimate subject of scientific interest with a need for high quality, curated data, and rigorous scientific investigation. This paper presents a preliminary scoping review and analysis of scholarly literature related to UAP from 1967 until 2023, exploring a diverse range of research areas across disciplines to illustrate scholarly discourse about the topic. The paper focuses on characterizing papers published in recent years and notes that Library & Information Science is unrepresented in the current UAP literature. The paper also discusses how researchers across the iFields can contribute to UAP studies through inherent expertise such as data curation and data science as well as information behavior and information literacy, among others. The paper concludes by emphasizing that UAP Studies offer a rich intellectual realm for information science research, with the iFields well positioned to play a crucial role in supporting and engaging in the study of UAP.","Fri, 22 Mar 2024 17:40:04 UTC (385 KB)"
"53","Energy-dependent Boosted Dark Matter from Diffuse Supernova Neutrino Background","Anirban Das, Tim Herbermann, Manibrata Sen, Volodymyr Takhistov","High Energy Physics - Phenomenology (hep-ph)","Diffuse neutrinos from past supernovae in the Universe present us with a unique opportunity to test dark matter (DM) interactions. These neutrinos can scatter and boost the DM particles in the Milky Way halo to relativistic energies allowing us to detect them in terrestrial laboratories. Focusing on generic models of DM-neutrino and electron interactions, mediated by a vector or a scalar boson, we implement energy-dependent scattering cross-sections and perform detailed numerical analysis of DM attenuation due to electron scattering in-medium while propagating towards terrestrial experiments. We set new limits on DM-neutrino and electron interactions for DM with masses in the range $\sim (0.1, 10^4)~$MeV, using recent data from XENONnT, LUX-ZEPLIN, and PandaX-4T direct detection experiments. We demonstrate that consideration of energy-dependent cross-sections for DM interactions can significantly affect constraints previously derived under the assumption of constant cross-sections, modifying them by multiple orders of magnitude.","Fri, 22 Mar 2024 17:38:44 UTC (2,307 KB)"
"54","Learning Topological Representations for Deep Image Understanding","Xiaoling Hu","Computer Vision and Pattern Recognition (cs.CV)","In many scenarios, especially biomedical applications, the correct delineation of complex fine-scaled structures such as neurons, tissues, and vessels is critical for downstream analysis. Despite the strong predictive power of deep learning methods, they do not provide a satisfactory representation of these structures, thus creating significant barriers in scalable annotation and downstream analysis. In this dissertation, we tackle such challenges by proposing novel representations of these topological structures in a deep learning framework. We leverage the mathematical tools from topological data analysis, i.e., persistent homology and discrete Morse theory, to develop principled methods for better segmentation and uncertainty estimation, which will become powerful tools for scalable annotation.","Fri, 22 Mar 2024 17:23:37 UTC (31,299 KB)"
