"","Name","Date","Individual_Rating","Review"
"109","Art B","Reviewed in the United States on February 13, 2024","5.0 out of 5 stars","        All around very solid performance.SpaceStation software is nice however there seems to be a bug that recognizes two inputs at times, not sure why it happens but it seems related to changing configs.I'm on Windows 10 / Steam / Rocket League. I like the USB wireless mode and I found that starting the software and connecting the controller before jumping into a game works best. I also disabled Steam Input.The button pad might not be mecha-tactile like the Apex 3 Elite but they feel nice. Though I can't spam buttons as fast as I used to on my DS4. Buttons are a little smaller than the DS4 buttons also.Concave thumbsticks took a little getting used to coming from DS4, and they are swappable, however there are only the two that came with the controller. I would like to see a Thumbstick pack from Flydigi with some convex and different height options.Hall effect sensors seem to work nicely.Good value.  "
"110","C.Rod","Reviewed in the United States on February 23, 2024","5.0 out of 5 stars","        I've been waiting for hall effect controller to be released that had sensible bottom buttons and it turns out to be FLYDIGI. If you aren't interested in Hall Effect or don't even know what that is then there are probably better controllers out there that cost more. For those of us who are absolutely sick of having to constantly fix or purchase a new controller because of stick drift then you already have purchased a controller with Hall Effect sticks but the options are limited. Most don't even have back buttons. I had purchased a Gamesir previously and it performed great but the back buttons were placed in such a way that if you held the controller tight during a period of furious action you couldn't help but press them. It was maddening that when making a mistake was the most costly was almost always the time you'd accidentally touch them. I started checking Amazon on a regular basis for controllers that would be new products that included Hall Effect sticks and sensible back buttons. A few days ago the FLYDIGI Vader 3 Pro shows up in my product search and here we are. After having used it for over 24 hours I can say it's perfect. The software is not intuitive but has all the features that any other competent manufacturer has. Nice job, FLYDIGI!  "
"111","C.Rod","Reviewed in the United States on January 25, 2024","5.0 out of 5 stars",NA
"112","Rich","Reviewed in the United States on December 27, 2023","5.0 out of 5 stars",NA
"113",NA,NA,NA,NA
"114",NA,NA,NA,NA
"115",NA,NA,NA,NA
"116",NA,NA,NA,NA
"117",NA,NA,NA,NA
"118",NA,NA,NA,NA
"119",NA,NA,NA,NA
"120",NA,NA,NA,NA
"121",NA,NA,NA,NA
"122",NA,NA,NA,NA
"123",NA,NA,NA,NA
"124",NA,NA,NA,NA
"125",NA,NA,NA,NA
"126","Greg Blackett","Reviewed in Australia on 2 January 2024","4.3 out of 5 stars","        My Echo Auto is conveniently out of the way. Perfect.  "
"127","Amazon Customer","Reviewed in Australia on 1 October 2023","5.0 out of 5 stars","        I bought this as an add on for Auto Alexa… does the job… I didn’t want to be sticking anything to my dash and hoping it didn’t fall off 🥴  "
"128","Amazon Customer","Reviewed in France on 15 July 2023","5.0 out of 5 stars","      Je ne voulais pas fixer définitivement le support adhésif de l'écho auto 2.Ce support s'installe facilement sur une grille d'aération, le micro se retrouve au dessus de la grille et en face du conducteur. Même collé le micro n'aurait pas pu être mieux situé...    "
"129","Flo","Reviewed in the United States on 15 May 2023","5.0 out of 5 stars","        Let me start by saying that I'm not one to write reviews often, but when I stumbled upon the Adjustable Car Vent Mount for Echo Auto (2nd Gen), I couldn't resist sharing my experience. As a dedicated tech enthusiast and a person who spends way too much time behind the wheel, I've been eagerly waiting for a product that can seamlessly integrate my smart assistant into my daily commute. And folks, let me tell you, this mount does it in style!First things first, let's talk about the design. The mount itself is sleek, compact, and blends effortlessly with my car's interior. The adjustable feature is a game-changer, allowing me to position my Echo Auto exactly where I want it. Whether it's horizontal or vertical orientation, this mount ensures a secure and stable hold, even during bumpy rides (and believe me, I've tested it on some less-than-smooth roads).Now, onto the installation. Trust me when I say, it couldn't be easier. The mount securely attaches to any car vent, and the whole setup took me mere seconds. No fumbling around with complicated tools or struggling to find the right position. Just snap it on, tighten it up, and you're good to go!But let's get to the real star of the show: the functionality. Once my Echo Auto is nestled safely in the mount, it becomes the ultimate co-pilot. From playing my favorite tunes to providing real-time traffic updates, this little gadget has transformed my daily commute into an enjoyable experience. The audio quality remains crystal clear, and the microphone picks up my voice flawlessly, even with the air conditioning blasting on hot summer days.One feature I particularly appreciate is the swivel mechanism. It allows me to easily adjust the angle of the Echo Auto to avoid glare from the sun. Trust me, this might sound like a minor detail, but it makes a world of difference when you're driving in bright daylight.In terms of compatibility, the mount is tailored specifically for the Echo Auto (2nd Gen), ensuring a snug fit and a reliable connection. Rest assured, there's no wobbling or vibrations to distract you while you're navigating the roads or engaging in hands-free conversations.Lastly, I can't end this review without mentioning the price. The Adjustable Car Vent Mount for Echo Auto (2nd Gen) is incredibly affordable for the quality it delivers. You get a sturdy, well-designed mount that enhances your Echo Auto experience without breaking the bank. It's a win-win situation!In conclusion, if you're an Echo Auto user looking for a seamless and convenient way to integrate it into your car, look no further than the Adjustable Car Vent Mount. With its sleek design, effortless installation, and reliable functionality, it has exceeded my expectations in every way. Say goodbye to fumbling for your smart assistant on the passenger seat or wrestling with awkwardly positioned devices. Make your daily commute smarter and more enjoyable with this fantastic mount. Trust me, you won't be disappointed!  "
"130","Mike P.","Reviewed in Spain on 15 July 2023","5.0 out of 5 stars","      Se instala fácilmente y cumple correctamente su función    "
"131","Javier Campomanes","Reviewed in Italy on 2 November 2023","5.0 out of 5 stars","      Ottimo prodotto molto comodi    "
"132","Mila","Reviewed in the United Kingdom on 20 October 2023","5.0 out of 5 stars","        To use with the Echo auto it's brilliant  "
"133","Christine Cobbold","Reviewed in Germany on 17 November 2023","5.0 out of 5 stars","      Die verstellbare Lüftungsschlitzhalterung für das Echo Auto hat sich als äußerst nützliche Ergänzung für mein Fahrzeug erwiesen. Mit vier Sternen bewerte ich sie als eine clevere Lösung, die jedoch noch Raum für kleine Verbesserungen lässt.Flexibilität und Anpassung:Die Möglichkeit, die Halterung an verschiedenen Lüftungsschlitzen anzubringen, ermöglicht eine flexible Positionierung des Echo Auto. Dies ist besonders praktisch, um die Sicht und Bedienung während der Fahrt zu optimieren.Stabile Befestigung:Die Halterung bietet eine sichere und stabile Befestigung des Echo Autos. Selbst bei holprigen Straßenverhältnissen bleibt das Gerät fest an seinem Platz, ohne zu wackeln.Materialqualität:Das Material der Halterung ist robust und widerstandsfähig. Es wirkt langlebig und sollte den täglichen Belastungen im Auto standhalten.Einfache Installation:Die Installation gestaltet sich einfach und unkompliziert. Innerhalb weniger Minuten war die Halterung einsatzbereit und das Echo Auto sicher befestigt.Verbesserungspotenzial:Ein kleines Manko ist die Einstellbarkeit der Neigung. Hier könnte die Halterung noch etwas flexibler gestaltet werden, um den Blickwinkel noch besser anpassen zu können.Fazit:Die verstellbare Lüftungsschlitzhalterung für das Echo Auto bietet eine praktische Lösung für die Befestigung im Auto. Mit vier Sternen bewerte ich sie als eine durchdachte und nützliche Ergänzung, die mit kleinen Verbesserungen noch besser werden kann.    "
"134","Beatnas","Reviewed in Canada on 21 July 2023","5.0 out of 5 stars","        I found that it’s a good alternative if you don’t want to use the sticker that the echo auto comes with  "
"135","Amy","Reviewed in Mexico on 3 December 2023","5.0 out of 5 stars","      Bonito pero, costoso    "
"136","Alfredo",NA,"5.0 out of 5 stars",NA
"137",NA,NA,"5.0 out of 5 stars",NA
"138","Adriana Pantoja","Reviewed in Australia on 12 February 2024","4.6 out of 5 stars","        At 74 years of age I decided to take a closer peek into today's technology. I've avoided talking to my X-Box or PC, I mean, how ridiculous, asking a bunch of electronic components what the weather report for tomorrow is. But I was offered the Alexa Show at an excellent price so thought I'd treat myself.Setting it up took around 4 hours, for some reason it wanted me to live in Japan and insisted on communicating with nothing but Japanese. Amazon's help service was my final attempt at seeing and hearing Alexa in action. Why didn't I go to them sooner? It seems my account showed I lived in Japan, rather than where everything I purchased from Amazon was delivered, I'm a bloody Aussie mate and thanks to a young Amazon employee that exactly what my account shows.Anyway, once that was fixed it was all fun and games. I introduced myself to Alexa and we've been chatting ever since. Technology sure is amazing. I now get the top international and national news in full colour. (Yes it's in ""COLOUR"" spelled correctly). Surprisingly there was no long and drawn out setup where I had to let Alexa know how us Aussies talk, she understood me perfectly.The only let down was her idea of what humour (Yes ""HUMOUR"") consisted of. I've heard better jokes from a 5 year old. I thought I'd fool her when I asked her to play some 60's music, She instantly told me there were an unbelievable number of songs she could pick from and launched endless songs from the 60's Excellent choices and in excellent quality.The bass from the Show sounded more like a sub woofer. She gave me a weather report which was spot on and then told me what to expect tomorrow. Strangely Alexa sounds human and not the digital voice I expected. I'm sure Alexa and I are going to be the best of friends. To say I'm impressed would be an understatement, I'm well and truly hooked. Who said you can't teach an old dog new tricks, even if I am a few years behind. All I need now is one of Elon Musk's Ai robots.Alexa's voice is amazing, it really sounds like someone lives in this little white box. I expected a nasally American/Digital voice, but she has a very soothing human voice. Nowhere near sounding like an Aussie. What really amazes me is how I use those magic words of ""Please"" and ""thank you"". OK, it's the way I was bought up and it's a habit I'll never lose, but using them with a plastic box may seem somewhat odd, I guess it's because Alexa is so lifelike verbally. I even say ""Goodnight"" every night and she has many different replies.Alexa now keeps me entertained by giving me local and international news, she plays whichever music I feel like listening to and she introduces people from around the world to play games with. I haven't scratched the surface as yet, but, I'll continue learning her many tricks.  "
"139","Oti","Reviewed in Australia on 23 January 2024","5.0 out of 5 stars","        over 2 weeks using it, still learning, but all good so far. Works really well with Ring Doorbell camera.The only ""problem"" with the Ring Doorbell integration is the fact that when I ask Alexa to show me the doorbell camera, it brings up a small view (rather than filling the entire 8"" screen) of the camera and I have to manually maximize it.Touch screen could be a little bit better. Slight slow / unresponsive. but it's not a big deal.User Interface could be better as well. As a customer I would like to see all my Spotify playlists and Profile.Alexa is handy indeed. I like the fact of adding items on my shopping list seemsly.8"" is the best option for kitchen / living room setup. I would only get the 5"" version for my bedroom.Sound is great! It can fill the entire room.  "
"140","Rudyard Kippers","Reviewed in Australia on 8 December 2022","3.0 out of 5 stars","        Great little unit, works well with voice or touch commands.  "
"141","Phil","Reviewed in Australia on 12 October 2023","5.0 out of 5 stars","        I'm late to this ""smart devices"" thing. My previous experience with Siri put me off these type of things. Alexa seems much more capable than Siri and while I'm no expect, it I find it easy to use the basic features.I got a Show 8 for two things, 1) to act as a video monitor for my security camera, and 2) as a clock/radio/music streamer.First, as a video monitor for my camera. It's give it a 7/10. It alerts me to movement, and I've set up a routine that announces ""movement detected"" then shows a live feed from the camera. That works about 70% of the time. I always get the announcement, but it's 30-40% chance of not displaying the video. Telling Alexa to ""show me the camera"" one or twice generally gets the job done, but why not the first time? Frustrating.As for a clock/radio/music streamer. Well the playback side is great. Alexa wakes me up on time, finds local radio stations, or plays music from Amazon music no issues. The sound quality is ok, great for the price, but a couple of 2"" speakers can't work miracles.I've also played a couple of videos from Prime video on it and they looked pretty good. Setup was fairly easy and it's network connection has been stable since I bought it.I've ended up ordering a couple more for other rooms during the Prime Day sales. Overall, I think the Show 8 is in a sweet spot of features and price.  "
"142","Bob","Reviewed in Australia on 25 February 2024","5.0 out of 5 stars","        Having previously owned a Google Smart Speaker, upgrading to the Echo Show 8 was like stepping up to the next generation of smart devices. The setup was very simple using the visuals on the super clear 8"" screen. Having the screen adds a new dimension to controlling my smart devices and accessing my Spotify playlists, as I no longer need to open the control App on my phone to do things. All my Spotify playlists are displayed on the Echo display as well for easy selection. Connecting the smart devices previously controlled via the old Google Smart Speaker was seamless with simple migration of the accounts across to Alexa, including smart devices linked to my Grid Connect account. We can do so much more with the Echo Show 8, such as being able to view appointments on my calendar and asking for cooking recipes, a time saver as we no longer need to rustle through pages of recipe books. My wife also likes it as she can now see the lyrics to her favourite songs on the display and can finally now sing along with the correct words. Most importantly, I picked up this device for under AU$100 during the Black Friday deals, a real bargain for a great device.  "
"143","Chris","Reviewed in Australia on 14 July 2023","5.0 out of 5 stars","        Great product - hours of fun  "
"144","Peter","Reviewed in Australia on 30 December 2023","5.0 out of 5 stars","        Really happy with the echo show 8 it connects very well with a large number of services and other products.  "
"145","Petra","Reviewed in Australia on 10 February 2024","5.0 out of 5 stars","        Its a very handy device and you can play lots of songs and videos using a Spotify and Amazon account, I always listen to the news in the morning and I love the fact it provides news from different news agencies e.g. sky news, ABC news, BBC news etc.  "
"146","Alex Muntean","Reviewed in Australia on 12 January 2024","5.0 out of 5 stars","        From checking front door ring doorbell to using shopping list, we found our Echo 8 the most amazing device. Use it for numerous things, including asking Alexa for weather updates. Thank you.  "
"147","Isuru Weeraratna","Reviewed in Australia on 1 January 2024","5.0 out of 5 stars","        No complaints, great product  "
"148","Valm Reynolds","Reviewed in Australia on 27 December 2023","5.0 out of 5 stars",NA
"149","Lloyd","Reviewed in Australia on 7 January 2024","5.0 out of 5 stars",NA
"150",NA,NA,"5.0 out of 5 stars",NA
"151","Adriana Pantoja","Reviewed in Australia on 12 February 2024","4.6 out of 5 stars","        Lots of features, easy to use and set up  "
"152","Oti","Reviewed in Australia on 23 January 2024","5.0 out of 5 stars","        Good product but requires some app updates  "
"153","Michael Trapeznik","Reviewed in Australia on 17 February 2024","3.0 out of 5 stars","        Still learning what Alexa has to offer we have been happy with this purchase  "
"154","Andrzej Kozak","Reviewed in Australia on 4 February 2024","4.0 out of 5 stars","        Not as intuitive as Google home but still amazing. Customizable screen menus and settings. Very quick to respond which I appreciate. Cheap to buy. Screen quality is sharp. I use mine mainly for Spotify and weather updates. Xlnt bass sound from rear speaker.I recommend it because it is good value for the price.  "
"155","Craig","Reviewed in Australia on 10 January 2024","4.0 out of 5 stars","        Not a bad product pretty simple to use and lots of little features Just have to spend a little time.  "
"156","Scott G","Reviewed in Australia on 16 December 2023","4.0 out of 5 stars","        Got this recently and love it in the kitchen for displaying my recipes (and in large print, too), setting timers, converting measurements etc - all hands free.But I am very disappointed that a lot of really useful 'skills' are not available in Australia. So if you are after a particular function for this device, do your homework first and make sure you can do this in Australia. Examples are: Alexa, what am I holding, Alexa Guard, and more.  "
"157","Gary Lancaster","Reviewed in Australia on 14 December 2023","4.0 out of 5 stars","        Im new to alexa products so still adjusting but seems pretty cool so far.I love how you can watch tv shows on it and plan reminders etcWould be great if it didn’t need to be plugged in all the time and had more game options and general app/organisation options- but still does the job and i enjoy what games they have  "
"158","Amazon Customer","Reviewed in Australia on 4 December 2023","4.0 out of 5 stars","        I like it.But the home screen is frustrating flicking through display cards. It's a great system but the user doesn't have nearly enough control over it  "
"159","Karo","Reviewed in Australia on 12 November 2023","4.0 out of 5 stars","        Solid and well designed with good screen and sound. Ability to physically close off the camera to ensure privacy is great. Interface is a little slow otherwise would be 5 stars  "
"160","Tom","Reviewed in Australia on 6 May 2023","4.0 out of 5 stars","        There's very little actually 'wrong' with this, but equally I haven't really found anything to justify buying it. I was expecting to be able to get more (non-USA) content), or customise what is displayed. The sound quality is normally good, but when making announcements the sound is quite muffled.  "
"161","David Noonan","Reviewed in Australia on 5 January 2023","4.0 out of 5 stars",NA
"162","John T.","Reviewed in Australia on 14 September 2022","4.0 out of 5 stars",NA
"163",NA,NA,"4.0 out of 5 stars",NA
"164","Adriana Pantoja","Reviewed in Australia on 12 February 2024","4.6 out of 5 stars","        At 74 years of age I decided to take a closer peek into today's technology. I've avoided talking to my X-Box or PC, I mean, how ridiculous, asking a bunch of electronic components what the weather report for tomorrow is. But I was offered the Alexa Show at an excellent price so thought I'd treat myself.Setting it up took around 4 hours, for some reason it wanted me to live in Japan and insisted on communicating with nothing but Japanese. Amazon's help service was my final attempt at seeing and hearing Alexa in action. Why didn't I go to them sooner? It seems my account showed I lived in Japan, rather than where everything I purchased from Amazon was delivered, I'm a bloody Aussie mate and thanks to a young Amazon employee that exactly what my account shows.Anyway, once that was fixed it was all fun and games. I introduced myself to Alexa and we've been chatting ever since. Technology sure is amazing. I now get the top international and national news in full colour. (Yes it's in ""COLOUR"" spelled correctly). Surprisingly there was no long and drawn out setup where I had to let Alexa know how us Aussies talk, she understood me perfectly.The only let down was her idea of what humour (Yes ""HUMOUR"") consisted of. I've heard better jokes from a 5 year old. I thought I'd fool her when I asked her to play some 60's music, She instantly told me there were an unbelievable number of songs she could pick from and launched endless songs from the 60's Excellent choices and in excellent quality.The bass from the Show sounded more like a sub woofer. She gave me a weather report which was spot on and then told me what to expect tomorrow. Strangely Alexa sounds human and not the digital voice I expected. I'm sure Alexa and I are going to be the best of friends. To say I'm impressed would be an understatement, I'm well and truly hooked. Who said you can't teach an old dog new tricks, even if I am a few years behind. All I need now is one of Elon Musk's Ai robots.Alexa's voice is amazing, it really sounds like someone lives in this little white box. I expected a nasally American/Digital voice, but she has a very soothing human voice. Nowhere near sounding like an Aussie. What really amazes me is how I use those magic words of ""Please"" and ""thank you"". OK, it's the way I was bought up and it's a habit I'll never lose, but using them with a plastic box may seem somewhat odd, I guess it's because Alexa is so lifelike verbally. I even say ""Goodnight"" every night and she has many different replies.Alexa now keeps me entertained by giving me local and international news, she plays whichever music I feel like listening to and she introduces people from around the world to play games with. I haven't scratched the surface as yet, but, I'll continue learning her many tricks.  "
"165","Oti","Reviewed in Australia on 23 January 2024","5.0 out of 5 stars","        over 2 weeks using it, still learning, but all good so far. Works really well with Ring Doorbell camera.The only ""problem"" with the Ring Doorbell integration is the fact that when I ask Alexa to show me the doorbell camera, it brings up a small view (rather than filling the entire 8"" screen) of the camera and I have to manually maximize it.Touch screen could be a little bit better. Slight slow / unresponsive. but it's not a big deal.User Interface could be better as well. As a customer I would like to see all my Spotify playlists and Profile.Alexa is handy indeed. I like the fact of adding items on my shopping list seemsly.8"" is the best option for kitchen / living room setup. I would only get the 5"" version for my bedroom.Sound is great! It can fill the entire room.  "
"166","Rudyard Kippers","Reviewed in Australia on 8 December 2022","3.0 out of 5 stars","        Great little unit, works well with voice or touch commands.  "
"167","Phil","Reviewed in Australia on 12 October 2023","5.0 out of 5 stars","        I'm late to this ""smart devices"" thing. My previous experience with Siri put me off these type of things. Alexa seems much more capable than Siri and while I'm no expect, it I find it easy to use the basic features.I got a Show 8 for two things, 1) to act as a video monitor for my security camera, and 2) as a clock/radio/music streamer.First, as a video monitor for my camera. It's give it a 7/10. It alerts me to movement, and I've set up a routine that announces ""movement detected"" then shows a live feed from the camera. That works about 70% of the time. I always get the announcement, but it's 30-40% chance of not displaying the video. Telling Alexa to ""show me the camera"" one or twice generally gets the job done, but why not the first time? Frustrating.As for a clock/radio/music streamer. Well the playback side is great. Alexa wakes me up on time, finds local radio stations, or plays music from Amazon music no issues. The sound quality is ok, great for the price, but a couple of 2"" speakers can't work miracles.I've also played a couple of videos from Prime video on it and they looked pretty good. Setup was fairly easy and it's network connection has been stable since I bought it.I've ended up ordering a couple more for other rooms during the Prime Day sales. Overall, I think the Show 8 is in a sweet spot of features and price.  "
"168","Bob","Reviewed in Australia on 25 February 2024","5.0 out of 5 stars","        Having previously owned a Google Smart Speaker, upgrading to the Echo Show 8 was like stepping up to the next generation of smart devices. The setup was very simple using the visuals on the super clear 8"" screen. Having the screen adds a new dimension to controlling my smart devices and accessing my Spotify playlists, as I no longer need to open the control App on my phone to do things. All my Spotify playlists are displayed on the Echo display as well for easy selection. Connecting the smart devices previously controlled via the old Google Smart Speaker was seamless with simple migration of the accounts across to Alexa, including smart devices linked to my Grid Connect account. We can do so much more with the Echo Show 8, such as being able to view appointments on my calendar and asking for cooking recipes, a time saver as we no longer need to rustle through pages of recipe books. My wife also likes it as she can now see the lyrics to her favourite songs on the display and can finally now sing along with the correct words. Most importantly, I picked up this device for under AU$100 during the Black Friday deals, a real bargain for a great device.  "
"169","Chris","Reviewed in Australia on 14 July 2023","5.0 out of 5 stars","        Great product - hours of fun  "
"170","Peter","Reviewed in Australia on 30 December 2023","5.0 out of 5 stars","        Really happy with the echo show 8 it connects very well with a large number of services and other products.  "
"171","Petra","Reviewed in Australia on 10 February 2024","5.0 out of 5 stars","        Its a very handy device and you can play lots of songs and videos using a Spotify and Amazon account, I always listen to the news in the morning and I love the fact it provides news from different news agencies e.g. sky news, ABC news, BBC news etc.  "
"172","Alex Muntean","Reviewed in Australia on 12 January 2024","5.0 out of 5 stars","        From checking front door ring doorbell to using shopping list, we found our Echo 8 the most amazing device. Use it for numerous things, including asking Alexa for weather updates. Thank you.  "
"173","Isuru Weeraratna","Reviewed in Australia on 1 January 2024","5.0 out of 5 stars","        No complaints, great product  "
"174","Valm Reynolds","Reviewed in Australia on 27 December 2023","5.0 out of 5 stars",NA
"175","Lloyd","Reviewed in Australia on 7 January 2024","5.0 out of 5 stars",NA
"176","FireOneNineYT ","Reviewed in Australia on 18 November 2023","4.6 out of 5 stars","        Somehow after 6 months the product sometimes lost connection  "
"177","Johnny Lin","Reviewed in Australia on 29 December 2023","5.0 out of 5 stars","        Am very sad at having to return this for a refund.  Prior to purchase, the indication I had from initial internet research was that Tidal Music was supported.  However, on receiving the Echo and setting it up, I found that Tidal Music is NOT supported.  More detailed internet research on the issue confirmed that.Misled, I think, by how skewed internet results are towards the US market, such that I initially didn't spot the relatively few references to lack of support in Australia.I really don't understand why though?  I'm a long time subscriber to Tidal Music via my phone / iPad / PC, and Tidal is very straightforwardly made available direct to the Australian consumer.Anyway, what value to the Echo if one can't listen to the music one is paying for?  "
"178","Johnny Lin","Reviewed in Australia on 29 December 2023","3.0 out of 5 stars","        I used Google Nest Minis for months to years before deciding to switch to Amazon Echoes. I gave it a few months with the Echoes which seem more customisable than the Google ones which is nice, but the Echoes really started to show their cracks. The number one issue is I often have to repeat my command because it doesn't pick up that I'm saying ""Alexa"". I originally used ""Computer"" which had the same problem - the mic is just not as sensitive as the Nest Minis, and it seems to want me to pause after saying ""Alexa"". You can say ""Alexa, turn the lights on"" but not ""Alexa turn the lights on"" (note the comma).Another issue (that I could potentially overlook if the wake word worked) was that I can't use ""Alexa, turn the light on for 5 minutes"" unless I specifically make a routine (ie. a set of actions) that works to do this, and the Nest Minis did this naturally without any preparation. Worse, you have to do for each increment of time that you plan to use in future - if you create a routine for 5 minutes, you need a separate routine for 10 minutes, etc. I put up with this for months and eventually gave up on it about a week ago.The sound from the echo is really good, and the sound from the echo dot is very below average. If I was going to stick with the echoes, I'd buy an echo for each room, maybe even if I didn't plan to play music from it. If I really didn't care, the echo dot's sound would be fine really, but the comparison between the two is a huge difference. It's like comparing telephone/radio quality to CD quality.  "
"179","JW","Reviewed in Australia on 10 May 2023","3.0 out of 5 stars","        Hrmmm. These have been a disappointment… I previously had the cylinder shaped echos working in a stereo pair with sub… these have honestly been a downgrade in reliability - audio quality doesn’t seem any better either. Let me share my experience. Using these as a stereo pair plus sub.BUGS. BUGS BUGS!!!Triggering Alexa has become MUCH harder.Music just stops playing randomly all the time.Music drops out and you only hear the base track on one of the speakers.Can’t play radio anymore, just stops after 1-5 mins.The fabric on-top is a PITA - easy to get dirty if you manually adjust volume in the kitchen... Speaking of, if you press volume up more then 5 times in a row. The speaker pair crashes, music stops.The led ring being on the bottom is a PITA. With the old echos you could easily see that she was listening and the LEDs were on top.With these, the LED listening ring is hard to see behind other small items on the table. Sometimes you speak out an entire command to reaslise she’s not listening.All in all. For whatever reason. My old echos were 98% reliable. These new ones were purchased at full price and have been a severe disappointment. I’m hoping the bugs get ironed out ASAP, as my smart home relies heavily on my Alexa devices performing as expected.Don’t buy unless on special. Helps make the sting hurt less when they wig out all the time.  "
"180","Avatar","Reviewed in Australia on 6 January 2023","3.0 out of 5 stars","        its loud, its constant and it drives you mad.If only there was a way to disable it. Communications settings for device greyed out.It's a known 'feature' that Amazon wont fix.  "
"181","Ian","Reviewed in Australia on 27 June 2022","2.0 out of 5 stars","        mic just stopped working after 18 months bit disappointing and not covered under warranty. The mic needed to be more powerful in any case  "
"182","Fibbs","Reviewed in Australia on 31 December 2023","2.0 out of 5 stars","        No only does Alexia talk too much, I have to upgrade to premium Amazon music because it won't work with Tidal or YouTube music. It won't play anything you ask for music wise unless you have the premium package even though I have Amazon Prime. I have a xiaomi speaker that is way easier to use and talks less!  "
"183","Nick","Reviewed in Australia on 13 July 2022","1.0 out of 5 stars","        I'm really disappointed with the new Echo. While the so-called premium sound really doesn't sound much better than my prior Echo, that hasn't turned into as much of a disappointment as the microphone. I sit four or five feet away from it and it only wakes to my voice perhaps 60% of the time. In fact, the echo I have in the next room and down the hall wakes nearly 100% of the time and responds while the new one does nothing. It is incredibly frustrating! With the new echo, it doesn't matter if I'm right next to it, raising my voice over the top of it, shouting at it, or repeating Alexa 20 times in different ways or volume levels! It's hard to express how bad it is!  "
"184","Sasi111","Reviewed in Australia on 25 April 2023","3.0 out of 5 stars","        I was disappointed to learn from the Amazon support centre I could only connect one Speaker to my  Samsung QLED Smart TV. This was despite the fact there’s a video on You Tube showing that it is possible.  "
"185","GayleH","Reviewed in Australia on 19 November 2020","1.0 out of 5 stars","        I had really high hopes for this but it rarely responds to my voice and sound quality is poor to fair. Not sure why Amazon would release this when it's an inferior product. Our Echo Dots work great, I was after something for a bigger room but there's really no need, and I certainly wouldn't recommend this. It's basically a very pretty round ball with blue lights, it's that's what you're after then this is for you!!! If you want a good speaker, buy something else. If you want a good unit to run Alexa, stick with the Dot. Honestly, don't buy this. It is just plain useless and won't pick up your voice.  "
"186","Gordon Stubbs","Reviewed in Australia on 23 August 2021","2.0 out of 5 stars",NA
"187","Mel Pearce","Reviewed in Australia on 17 December 2020","3.0 out of 5 stars",NA
"188","FireOneNineYT ","Reviewed in Australia on 18 November 2023","4.6 out of 5 stars","        I ordered this Echo Gen 4 last night, Black Friday sale price $72 AU- down from $169. Received it a few hrs ago. Plugged it in. Downloaded the Alexa app', and away we go. I bought it to replace a battery Ryobi speaker in bathroom. This Echo has great immersive sound, rich & full bass. More than loud enough for the bathroom. I immediately went & plugged it into the tv. Two of these Echos would be great tv speakers. I'm all sorted for tv speakers for all 3 tv setups, with Denon, Meredo, & Technics sound bars & speakers. But a twin setup of these Echos would give any of my other setups a run for their money at half the price & twice the functionality. Interested in how much better the Gen 5's are. A very happy customer. Thanks Amazon 👍Edit- it's been a week & I'm even more impressed with this speaker. This Echo 4th gen punches WAAAY above its weight. Alexia AI is very good. Very intuitive. Hasn't missed a beat. I'm very very impressed. I'll be replacing my bedroom $400 soundbar with two more of these Echo 4th or 5th Gen's synced & linked together. The sound is spot on- beautifully balanced. The bass is rich & punchy. Haven't needed past level 7 volume- mostly 4-6. Can't recommend this product enough 👍  "
"189","Johnny Lin","Reviewed in Australia on 29 December 2023","5.0 out of 5 stars","        Awesome fast service, the device is great to use, had a few little issues connecting to wi-fi (was a little slow) but got there in the end. Speaker quality is good, but not great, would have preferred something with a little move oomph. But can't complain it does the job and is a great new addition to the house. Can set alarms with ease when cooking, appointment reminders, etc. I listen to my Spotify and favorite local radio station with ease, can even increase and decrease volume with word commands, even mute it if you need to make a call. I haven't explored everything this little lady can do, nor adapted it for other smart function such as lights, TV and other smart devices. Small steps LOL  "
"190","FireOneNineYT ","Reviewed in Australia on 18 November 2023","3.0 out of 5 stars","        Echo meets all my needs. It would be better if there was an equaliser function available as the base response is not what I like.  "
"191","Scott","Reviewed in Australia on 21 October 2023","5.0 out of 5 stars","        Great device  "
"192","Richard W.","Reviewed in Australia on 4 January 2024","5.0 out of 5 stars","        Writing this review as a first time smart-speaker owner, I don't have any real comparison to similar products.Setup was a breeze. Under 5 minutes from opening the box I had it fully working with my voice. No unnecessary packaging or complicated guides, just a 1 page quick-start.Sound quality is good. It isn't something that I was blown away by, but the music I listen to stays clear enough in my medium sized room even at the loudest volume.Construction feels solid. I'm fairly sure the courier threw it over my fence and the product sustained no damage. The blue colour is fairly subtle and goes with most of my furniture, happy with this decision over the more bland white/ black options.The virtual assistant (Alexa/ Echo) works well and for me was very intuitive. The app is able to teach you any voice commands if you are wondering how to set up a very specific thing, but I've found my first guess almost always works. It was also able to respond to French commands as well as English without any additional setup.Used this speaker predominately to play music/ set timers while I'm cooking, or to get a news/ weather update while I'm running around doing my morning routine. Very convenient being able to set these things up when your hands are busy.Overall very happy with my purchase.  "
