"","Title","Author","Subject","Abstract","Meta"
"38","Study on high-frequency quasi-periodic oscillations in rotating black bounce spacetime","Jianbo Lu, Shining Yang, Mou Xu, Liu Yang","General Relativity and Quantum Cosmology (gr-qc)","We investigate dynamical effects of particles moving around rotating SV regular BH and traversable wormholes, and the deviation from Kerr BH. We found that the rotating SV traversable wormhole spacetime has a closer innermost stable circular orbit to the central object than Kerr and rotating regular BHs. Furthermore, the paper provides the general form of the epicycle frequency in this spacetime, presenting the radial profile of the angular frequency of particles undergoing oscillatory motion. Unlike the commonly used $\chi$-square analysis method, with considering a generalized data analysis approach in this paper we hypothesize that the observational data of three microguasars can be explained through an axisymmetric SV spacetime, fitting the data to find the range of spin values for three types of SV objects, and analyzing the possible mechanisms of HFQPOs (high-frequency quasi-periodic oscillations) generation for different types of axisymmetric SV objects. We found that for a Kerr BH with $l^*=0$, the observational data of three microquasars can be explained by the HFQPOs model used in this paper (excluding ER4 model); for a regular BH with $l^*=1$, the HFQPO phenomenon observed through the three microquasars can be explained by the ER0, ER1, ER2, ER3, RP0, RP1, RP2, TD and WD models. For a traversable wormhole with $l^*=3$, the mechanism of HFQPO can be interpreted by the ER1, ER3, RP0, RP1, RP2, TD and WD models. Moreover, we observed that for the same HFQPOs model, the limiting range of the spin parameter $\alpha^*$ increases with the increase of the parameter $l^*$.","Tue, 26 Mar 2024 07:40:47 UTC (837 KB)"
"39","Cost-benefit analysis of ecosystem modelling to support fisheries management","Matthew H. Holden, Eva E. Plagányi, Elizabeth A. Fulton, Alexander B. Campbell, Rachel Janes, Robyn A. Lovett, Montana Wickens, Matthew P. Adams, Larissa Lubiana Botelho, Catherine M. Dichmont, Philip Erm, Kate J Helmstedt, Ryan F. Heneghan, Manuela Mendiolar, Anthony J. Richardson, Jacob G. D. Rogers, Kate Saunders, Liam Timms","Populations and Evolution (q-bio.PE)","Mathematical and statistical models underlie many of the world's most important fisheries management decisions. Since the 19th century, difficulty calibrating and fitting such models has been used to justify the selection of simple, stationary, single-species models to aid tactical fisheries management decisions. Whereas these justifications are reasonable, it is imperative that we quantify the value of different levels of model complexity for supporting fisheries management, especially given a changing climate, where old methodologies may no longer perform as well as in the past. Here we argue that cost-benefit analysis is an ideal lens to assess the value of model complexity in fisheries management. While some studies have reported the benefits of model complexity in fisheries, modeling costs are rarely considered. In the absence of cost data in the literature, we report, as a starting point, relative costs of single-species stock assessment and marine ecosystem models from two Australian organizations. We found that costs varied by two orders of magnitude, and that ecosystem model costs increased with model complexity. Using these costs, we walk through a hypothetical example of cost-benefit analysis. The demonstration is intended to catalyze the reporting of modeling costs and benefits.","Tue, 26 Mar 2024 07:24:28 UTC (474 KB)"
"40","Particle identification with machine learning from incomplete data in the ALICE experiment","Maja Karwowska, Łukasz Graczykowski, Kamil Deja, Miłosz Kasak, Małgorzata Janik (for the ALICE collaboration)","High Energy Physics - Experiment (hep-ex)","The ALICE experiment at the LHC measures properties of the strongly interacting matter formed in ultrarelativistic heavy-ion collisions. Such studies require accurate particle identification (PID). ALICE provides PID information via several detectors for particles with momentum from about 100 MeV/c up to 20 GeV/c. Traditionally, particles are selected with rectangular cuts. Acmuch better performance can be achieved with machine learning (ML) methods. Our solution uses multiple neural networks (NN) serving as binary classifiers. Moreover, we extended our particle classifier with Feature Set Embedding and attention in order to train on data with incomplete samples. We also present the integration of the ML project with the ALICE analysis software, and we discuss domain adaptation, the ML technique needed to transfer the knowledge between simulated and real experimental data.","Tue, 26 Mar 2024 07:05:06 UTC (1,608 KB)"
"41","Coupling-Constant Averaged Exchange-Correlation Hole for He, Li, Be, N, Ne Atoms from CCSD","Lin Hou, Tom J. P. Irons, Yanyong Wang, James W. Furness, Andrew M. Wibowo-Teale, Jianwei Sun","Chemical Physics (physics.chem-ph)","Accurate approximation of the exchange-correlation (XC) energy in density functional theory (DFT) calculations is essential for reliably modelling electronic systems. Many such approximations are developed from models of the XC hole; accurate reference XC holes for real electronic systems are crucial for evaluating the accuracy of these models however the availability of reliable reference data is limited to a few systems. In this study, we employ the Lieb optimization with a coupled cluster singles and doubles (CCSD) reference to construct accurate coupling-constant averaged XC holes, resolved into individual exchange and correlation components, for five spherically symmetric atoms: He, Li, Be, N, and Ne. Alongside providing a new set of reference data for the construction and evaluation of model XC holes, we compare our data against the exchange and correlation hole models of the established LDA and PBE density functional approximations. Our analysis confirms the established rationalization for the limitations of LDA and the improvement observed with PBE in terms of the hole depth and its long-range decay, demonstrated in real-space for the series of spherically-symmetric atoms.","Tue, 26 Mar 2024 06:42:09 UTC (535 KB)"
"42","Neural Clustering based Visual Representation Learning","Guikun Chen, Xia Li, Yi Yang, Wenguan Wang","Computer Vision and Pattern Recognition (cs.CV)","We investigate a fundamental aspect of machine vision: the measurement of features, by revisiting clustering, one of the most classic approaches in machine learning and data analysis. Existing visual feature extractors, including ConvNets, ViTs, and MLPs, represent an image as rectangular regions. Though prevalent, such a grid-style paradigm is built upon engineering practice and lacks explicit modeling of data distribution. In this work, we propose feature extraction with clustering (FEC), a conceptually elegant yet surprisingly ad-hoc interpretable neural clustering framework, which views feature extraction as a process of selecting representatives from data and thus automatically captures the underlying data distribution. Given an image, FEC alternates between grouping pixels into individual clusters to abstract representatives and updating the deep features of pixels with current representatives. Such an iterative working mechanism is implemented in the form of several neural layers and the final representatives can be used for downstream tasks. The cluster assignments across layers, which can be viewed and inspected by humans, make the forward process of FEC fully transparent and empower it with promising ad-hoc interpretability. Extensive experiments on various visual recognition models and tasks verify the effectiveness, generality, and interpretability of FEC. We expect this work will provoke a rethink of the current de facto grid-style paradigm.","Tue, 26 Mar 2024 06:04:50 UTC (1,157 KB)"
"43","Generalization Error Analysis for Sparse Mixture-of-Experts: A Preliminary Study","Jinze Zhao, Peihao Wang, Zhangyang Wang","Machine Learning (cs.LG)","Mixture-of-Experts (MoE) represents an ensemble methodology that amalgamates predictions from several specialized sub-models (referred to as experts). This fusion is accomplished through a router mechanism, dynamically assigning weights to each expert's contribution based on the input data. Conventional MoE mechanisms select all available experts, incurring substantial computational costs. In contrast, Sparse Mixture-of-Experts (Sparse MoE) selectively engages only a limited number, or even just one expert, significantly reducing computation overhead while empirically preserving, and sometimes even enhancing, performance. Despite its wide-ranging applications and these advantageous characteristics, MoE's theoretical underpinnings have remained elusive. In this paper, we embark on an exploration of Sparse MoE's generalization error concerning various critical factors. Specifically, we investigate the impact of the number of data samples, the total number of experts, the sparsity in expert selection, the complexity of the routing mechanism, and the complexity of individual experts. Our analysis sheds light on \textit{how \textbf{sparsity} contributes to the MoE's generalization}, offering insights from the perspective of classical learning theory.","Tue, 26 Mar 2024 05:48:02 UTC (85 KB)"
"44","Handling multivariable missing data in causal mediation analysis","S. Ghazaleh Dashti, Katherine J. Lee, Julie A. Simpson, John B. Carlin, Margarita Moreno-Betancur","Applications (stat.AP)","Mediation analysis is commonly used in epidemiological research, but guidance is lacking on how multivariable missing data should be dealt with in these analyses. Multiple imputation (MI) is a widely used approach, but questions remain regarding impact of missingness mechanism, how to ensure imputation model compatibility and approaches to variance estimation. To address these gaps, we conducted a simulation study based on the Victorian Adolescent Health Cohort Study. We considered six missingness mechanisms, involving varying assumptions regarding the influence of outcome and/or mediator on missingness in key variables. We compared the performance of complete-case analysis, seven MI approaches, differing in how the imputation model was tailored, and a ""substantive model compatible"" MI approach. We evaluated both the MI-Boot (MI, then bootstrap) and Boot-MI (bootstrap, then MI) approaches to variance estimation. Results showed that when the mediator and/or outcome influenced their own missingness, there was large bias in effect estimates, while for other mechanisms appropriate MI approaches yielded approximately unbiased estimates. Beyond incorporating all analysis variables in the imputation model, how MI was tailored for compatibility with mediation analysis did not greatly impact point estimation bias. BootMI returned variance estimates with smaller bias than MIBoot, especially in the presence of incompatibility.","Tue, 26 Mar 2024 05:25:29 UTC (2,062 KB)"
"45","Explainable Graph Neural Networks for Observation Impact Analysis in Atmospheric State Estimation","Hyeon-Ju Jeon, Jeon-Ho Kang, In-Hyuk Kwon, O-Joun Lee","Artificial Intelligence (cs.AI)","This paper investigates the impact of observations on atmospheric state estimation in weather forecasting systems using graph neural networks (GNNs) and explainability methods. We integrate observation and Numerical Weather Prediction (NWP) points into a meteorological graph, extracting $k$-hop subgraphs centered on NWP points. Self-supervised GNNs are employed to estimate the atmospheric state by aggregating data within these $k$-hop radii. The study applies gradient-based explainability methods to quantify the significance of different observations in the estimation process. Evaluated with data from 11 satellite and land-based observations, the results highlight the effectiveness of visualizing the importance of observation types, enhancing the understanding and optimization of observational data in weather forecasting.","Tue, 26 Mar 2024 05:10:47 UTC (1,554 KB)"
"46","Exploring and Applying Audio-Based Sentiment Analysis in Music","Etash Jhanji","Sound (cs.SD)","Sentiment analysis is a continuously explored area of text processing that deals with the computational analysis of opinions, sentiments, and subjectivity of text. However, this idea is not limited to text and speech, in fact, it could be applied to other modalities. In reality, humans do not express themselves in text as deeply as they do in music. The ability of a computational model to interpret musical emotions is largely unexplored and could have implications and uses in therapy and musical queuing. In this paper, two individual tasks are addressed. This study seeks to (1) predict the emotion of a musical clip over time and (2) determine the next emotion value after the music in a time series to ensure seamless transitions. Utilizing data from the Emotions in Music Database, which contains clips of songs selected from the Free Music Archive annotated with levels of valence and arousal as reported on Russel's circumplex model of affect by multiple volunteers, models are trained for both tasks. Overall, the performance of these models reflected that they were able to perform the tasks they were designed for effectively and accurately.","Thu, 22 Feb 2024 22:34:06 UTC (4,723 KB)"
"47","On the Heating of the Slow Solar-Wind by Imbalanced Alfvén-Wave Turbulence from 0.06 au to 1 au: Parker Solar Probe and Solar Orbiter observations","Sofiane Bourouaine, Jean C. Perez, Benjamin D. G. Chandran, Vamsee K. Jagarlamudi, Nour E. Raouafi, Jasper S. Halekas","Space Physics (physics.space-ph)","In this work we analyze plasma and magnetic field data provided by the Parker Solar Probe (\emph{PSP}) and Solar Orbiter (\emph{SO}) missions to investigate the radial evolution of the heating of Alfvénic slow wind (ASW) by imbalanced Alfvén-Wave (AW) turbulent fluctuations from 0.06 au to 1 au. in our analysis we focus on slow solar-wind intervals with highly imbalanced and incompressible turbulence (i.e., magnetic compressibility $C_B=\delta B/B\leq 0.25$, plasma compressibility $C_n=\delta n/n\leq 0.25$ and normalized cross-helicity $\sigma_c\geq 0.65$). First, we estimate the AW turbulent dissipation rate from the wave energy equation and find that the radial profile trend is similar to the proton heating rate. Second, we find that the scaling of the empirical AW turbulent dissipation rate $Q_W$ obtained from the wave energy equation matches the scaling from the phenomenological AW turbulent dissipation rate $Q_{\rm CH09}$ (with $Q_{\rm CH09}\simeq 1.55 Q_W$) derived by~\cite{chandran09} based on the model of reflection-driven turbulence. Our results suggest that, as in the fast solar wind, AW turbulence plays a major role in the ion heating that occurs in incompressible slow-wind streams.","Tue, 26 Mar 2024 03:31:24 UTC (543 KB)"
"48","Measurement Uncertainty Impact on Koopman Operator Estimation of Power System Dynamics","P. Algikar, P. Sharma, M. Netto, L. Mili","Applications (stat.AP)","Sensor measurements are mission-critical for monitoring and controlling power systems because they provide real-time insight into the grid operating condition; however, confidence in these insights depends greatly on the quality of the sensor data. Uncertainty in sensor measurements is an intrinsic aspect of the measurement process. In this paper, we develop an analytical method to quantify the impact of measurement uncertainties in numerical methods that employ the Koopman operator to identify nonlinear dynamics based on recorded data. In particular, we quantify the confidence interval of each element in the push-forward matrix from which a subset of the Koopman operator's discrete spectrum is estimated. We provide a detailed numerical analysis of the developed method applied to numerical simulations and field data collected from experiments conducted in a megawatt-scale facility at the National Renewable Energy Laboratory.","Tue, 26 Mar 2024 02:53:26 UTC (4,822 KB)"
"49","Labeling subtypes in a Parkinson's Cohort using Multifeatures in MRI - Integrating Grey and White Matter Information","Tanmayee Samantaray, Jitender Saini, Pramod Kumar Pal, Bithiah Grace Jaganathan, Vijaya V Saradhi, Gupta CN","Image and Video Processing (eess.IV)","Thresholding of networks has long posed a challenge in brain connectivity analysis. Weighted networks are typically binarized using threshold measures to facilitate network analysis. Previous studies on MRI-based brain networks have predominantly utilized density or sparsity-based thresholding techniques, optimized within specific ranges derived from network metrics such as path length, clustering coefficient, and small-world index. Thus, determination of a single threshold value for facilitating comparative analysis of networks remains elusive. To address this, our study introduces Mutual K-Nearest Neighbor (MKNN)-based thresholding for brain network analysis. Here, nearest neighbor selection is based on the highest correlation between features of brain regions. Construction of brain networks was accomplished by computing Pearson correlations between grey matter volume and white matter volume for each pair of brain regions. Structural MRI data from 180 Parkinsons patients and 70 controls from the NIMHANS, India were analyzed. Subtypes within Parkinsons disease were identified based on grey and white matter volume atrophy using source-based morphometric decomposition. The loading coefficients were correlated with clinical features to discern clinical relationship with the deciphered subtypes. Our data-mining approach revealed: Subtype A (N = 51, intermediate type), Subtype B (N = 57, mild-severe type with mild motor symptoms), and Subtype AB (N = 36, most-severe type with predominance in motor impairment). Subtype-specific weighted matrices were binarized using MKNN-based thresholding for brain network analysis. Permutation tests on network metrics of resulting bipartite graphs demonstrated significant group differences in betweenness centrality and participation coefficient. The identified hubs were specific to each subtype, with some hubs conserved across different subtypes.","Tue, 26 Mar 2024 02:32:52 UTC (2,741 KB)"
"50","FedMIL: Federated-Multiple Instance Learning for Video Analysis with Optimized DPP Scheduling","Ashish Bastola, Hao Wang, Xiwen Chen, Abolfazl Razi","Distributed, Parallel, and Cluster Computing (cs.DC)","Many AI platforms, including traffic monitoring systems, use Federated Learning (FL) for decentralized sensor data processing for learning-based applications while preserving privacy and ensuring secured information transfer. On the other hand, applying supervised learning to large data samples, like high-resolution images requires intensive human labor to label different parts of a data sample. Multiple Instance Learning (MIL) alleviates this challenge by operating over labels assigned to the 'bag' of instances. In this paper, we introduce Federated Multiple-Instance Learning (FedMIL). This framework applies federated learning to boost the training performance in video-based MIL tasks such as vehicle accident detection using distributed CCTV networks. However, data sources in decentralized settings are not typically Independently and Identically Distributed (IID), making client selection imperative to collectively represent the entire dataset with minimal clients. To address this challenge, we propose DPPQ, a framework based on the Determinantal Point Process (DPP) with a quality-based kernel to select clients with the most diverse datasets that achieve better performance compared to both random selection and current DPP-based client selection methods even with less data utilization in the majority of non-IID cases. This offers a significant advantage for deployment on edge devices with limited computational resources, providing a reliable solution for training AI models in massive smart sensor networks.","Tue, 26 Mar 2024 02:30:50 UTC (4,187 KB)"
"51","Testing the $\mathbfΛ$CDM Cosmological Model with Forthcoming Measurements of the Cosmic Microwave Background with SPT-3G","K. Prabhu, S. Raghunathan, M. Millea, G. Lynch, P. A. R. Ade, E. Anderes, A. J. Anderson, B. Ansarinejad, M. Archipley, L. Balkenhol, K. Benabed, A. N. Bender, B. A. Benson, F. Bianchini, L. E. Bleem, F. R. Bouchet, L. Bryant, E. Camphuis, J. E. Carlstrom, T. W. Cecil, C. L. Chang, P. Chaubal, P. M. Chichura, T.-L. Chou, A. Coerver, T. M. Crawford, A. Cukierman, C. Daley, T. de Haan, K. R. Dibert, M. A. Dobbs, A. Doussot, D. Dutcher, W. Everett, C. Feng, K. R. Ferguson, K. Fichman, A. Foster, S. Galli, A. E. Gambrel, R. W. Gardner, F. Ge, N. Goeckner-Wald, R. Gualtieri, F. Guidi, S. Guns, N. W. Halverson, E. Hivon, G. P. Holder, W. L. Holzapfel, J. C. Hood, A. Hryciuk, N. Huang, F. Kéruzoré, L. Knox, M. Korman, K. Kornoelje, C.-L. Kuo, A. T. Lee, K. Levy, A. E. Lowitz, C. Lu, A. Maniyar, F. Menanteau, J. Montgomery, Y. Nakato, T. Natoli, G. I. Noble, V. Novosad, Y. Omori, S. Padin, Z. Pan, P. Paschos, K. A. Phadke, W. Quan, M. Rahimi, A. Rahlin, C. L. Reichardt, M. Rouble, J. E. Ruhl, E. Schiappucci, G. Smecher, J. A. Sobrin, A. A. Stark, J. Stephen, A. Suzuki, C. Tandoi, K. L. Thompson, B. Thorne, C. Trendafilova, C. Tucker, C. Umilta, A. Vitrier, J. D. Vieira, Y. Wan, G. Wang, N. Whitehorn, W. L. K. Wu, V. Yefremenko, M. R. Young, J. A. Zebrowski","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","We forecast constraints on cosmological parameters enabled by three surveys conducted with SPT-3G, the third-generation camera on the South Pole Telescope. The surveys cover separate regions of 1500, 2650, and 6000 ${\rm deg}^{2}$ to different depths, in total observing 25% of the sky. These regions will be measured to white noise levels of roughly 2.5, 9, and 12 $\mu{\rm K-arcmin}$, respectively, in CMB temperature units at 150 GHz by the end of 2024. The survey also includes measurements at 95 and 220 GHz, which have noise levels a factor of ~1.2 and 3.5 times higher than 150 GHz, respectively, with each band having a polarization noise level ~$\sqrt{\text{2}}$ times higher than the temperature noise. We use a novel approach to obtain the covariance matrices for jointly and optimally estimated gravitational lensing potential bandpowers and unlensed CMB temperature and polarization bandpowers. We demonstrate the ability to test the $\Lambda{\rm CDM}$ model via the consistency of cosmological parameters constrained independently from SPT-3G and Planck data, and consider the improvement in constraints on $\Lambda{\rm CDM}$ extension parameters from a joint analysis of SPT-3G and Planck data. The $\Lambda{\rm CDM}$ cosmological parameters are typically constrained with uncertainties up to ~2 times smaller with SPT-3G data, compared to Planck, with the two data sets measuring significantly different angular scales and polarization levels, providing additional tests of the standard cosmological model.","Tue, 26 Mar 2024 17:57:20 UTC (4,338 KB)"
"52","Empowering Data Mesh with Federated Learning","Haoyuan Li, Salman Toor","Machine Learning (cs.LG)","The evolution of data architecture has seen the rise of data lakes, aiming to solve the bottlenecks of data management and promote intelligent decision-making. However, this centralized architecture is limited by the proliferation of data sources and the growing demand for timely analysis and processing. A new data paradigm, Data Mesh, is proposed to overcome these challenges. Data Mesh treats domains as a first-class concern by distributing the data ownership from the central team to each data domain, while keeping the federated governance to monitor domains and their data products. Many multi-million dollar organizations like Paypal, Netflix, and Zalando have already transformed their data analysis pipelines based on this new architecture. In this decentralized architecture where data is locally preserved by each domain team, traditional centralized machine learning is incapable of conducting effective analysis across multiple domains, especially for security-sensitive organizations. To this end, we introduce a pioneering approach that incorporates Federated Learning into Data Mesh. To the best of our knowledge, this is the first open-source applied work that represents a critical advancement toward the integration of federated learning methods into the Data Mesh paradigm, underscoring the promising prospects for privacy-preserving and decentralized data analysis strategies within Data Mesh architecture.","Tue, 26 Mar 2024 17:10:15 UTC (929 KB)"
"53","To Supervise or Not to Supervise: Understanding and Addressing the Key Challenges of 3D Transfer Learning","Souhail Hadgi, Lei Li, Maks Ovsjanikov","Computer Vision and Pattern Recognition (cs.CV)","Transfer learning has long been a key factor in the advancement of many fields including 2D image analysis. Unfortunately, its applicability in 3D data processing has been relatively limited. While several approaches for 3D transfer learning have been proposed in recent literature, with contrastive learning gaining particular prominence, most existing methods in this domain have only been studied and evaluated in limited scenarios. Most importantly, there is currently a lack of principled understanding of both when and why 3D transfer learning methods are applicable. Remarkably, even the applicability of standard supervised pre-training is poorly understood. In this work, we conduct the first in-depth quantitative and qualitative investigation of supervised and contrastive pre-training strategies and their utility in downstream 3D tasks. We demonstrate that layer-wise analysis of learned features provides significant insight into the downstream utility of trained networks. Informed by this analysis, we propose a simple geometric regularization strategy, which improves the transferability of supervised pre-training. Our work thus sheds light onto both the specific challenges of 3D transfer learning, as well as strategies to overcome them.","Tue, 26 Mar 2024 16:57:33 UTC (5,797 KB)"
"54","Using Domain Knowledge to Guide Dialog Structure Induction via Neural Probabilistic Soft Logic","Connor Pryor, Quan Yuan, Jeremiah Liu, Mehran Kazemi, Deepak Ramachandran, Tania Bedrax-Weiss, Lise Getoor","Computation and Language (cs.CL)","Dialog Structure Induction (DSI) is the task of inferring the latent dialog structure (i.e., a set of dialog states and their temporal transitions) of a given goal-oriented dialog. It is a critical component for modern dialog system design and discourse analysis. Existing DSI approaches are often purely data-driven, deploy models that infer latent states without access to domain knowledge, underperform when the training corpus is limited/noisy, or have difficulty when test dialogs exhibit distributional shifts from the training domain. This work explores a neural-symbolic approach as a potential solution to these problems. We introduce Neural Probabilistic Soft Logic Dialogue Structure Induction (NEUPSL DSI), a principled approach that injects symbolic knowledge into the latent space of a generative neural model. We conduct a thorough empirical investigation on the effect of NEUPSL DSI learning on hidden representation quality, few-shot learning, and out-of-domain generalization performance. Over three dialog structure induction datasets and across unsupervised and semi-supervised settings for standard and cross-domain generalization, the injection of symbolic knowledge using NEUPSL DSI provides a consistent boost in performance over the canonical baselines.","Tue, 26 Mar 2024 16:42:30 UTC (3,380 KB)"
"55","Learning the Optimal Power Flow: Environment Design Matters","Thomas Wolgast, Astrid Nieße","Machine Learning (cs.LG)","To solve the optimal power flow (OPF) problem, reinforcement learning (RL) emerges as a promising new approach. However, the RL-OPF literature is strongly divided regarding the exact formulation of the OPF problem as an RL environment. In this work, we collect and implement diverse environment design decisions from the literature regarding training data, observation space, episode definition, and reward function choice. In an experimental analysis, we show the significant impact of these environment design options on RL-OPF training performance. Further, we derive some first recommendations regarding the choice of these design decisions. The created environment framework is fully open-source and can serve as a benchmark for future research in the RL-OPF field.","Tue, 26 Mar 2024 16:13:55 UTC (177 KB)"
"56","Band Structure and Fermi Surface Nesting in $LaSb_2$","Evan O'Leary, Lin-Lin Wang, Yevhen Kushnirenko, Ben Schrunk, Andrew Eaton, Paula Herrera-Siklody, Paul C. Canfield, Adam Kaminski","Strongly Correlated Electrons (cond-mat.str-el)","We use high-resolution angle resolved photoemission spectroscopy (ARPES) and density functional theory (DFT) to investigate the electronic structure of the charge density wave (CDW) system LaSb$_2$. This compound is among an interesting group of materials that manifests both a CDW transition and lower temperature superconductivity. We find the DFT calculations to be in good agreement with our ARPES data. The Fermi surface of LaSb$_2$ consists of two small hole pockets close to $\Gamma$ and four larger pockets near the Brillouin zone (BZ) boundary. The overall features of the Fermi surface do not vary with temperature. A saddle point is present at -0.19 $eV$ below the Fermi level at $\Gamma$. Critical points in band structure have more pronounced effects on a materials properties when they are located closer to the Fermi level, making doped LaSb$_2$ compounds a potential interesting subject of future research. Multiple peaks are present in the generalized, electronic susceptibility calculations indicating the presence of possible nesting vectors. We were not able to detect any signatures of the CDW transition at 355 K, pointing to the subtle nature of this transition. This is unusual, given that such a high transition temperature is expected to be associated with the presence of a large CDW gap. This is confirmed through investigation of the Fermi surface and through analysis of momentum distribution curves (MDC). It is possible that changes are subtle and occur below current sensitivity of our measurements.","Tue, 26 Mar 2024 16:06:07 UTC (9,603 KB)"
"57","Towards Multilevel Modelling of Train Passing Events on the Staffordshire Bridge","Lawrence A. Bull, Chiho Jeon, Mark Girolami, Andrew Duncan, Jennifer Schooling, Miguel Bravo Haro","Applications (stat.AP)","We suggest a multilevel model, to represent aggregate train-passing events from the Staffordshire bridge monitoring system. We formulate a combined model from simple units, representing strain envelopes (of each train passing) for two types of commuter train. The measurements are treated as a longitudinal dataset and represented with a (low-rank approximation) hierarchical Gaussian process. For each unit in the combined model, we encode domain expertise as boundary condition constraints and work towards a general representation of the strain response. Looking forward, this should allow for the simulation of train types that were previously unobserved in the training data. For example, trains with more passengers or freights with a heavier payload. The strain event simulations are valuable since they can inform further experiments (including FEM calibration, fatigue analysis, or design) to test the bridge in hypothesised scenarios.","Tue, 26 Mar 2024 15:55:54 UTC (4,823 KB)"
"58","CSSTs: A Dynamic Data Structure for Partial Orders in Concurrent Execution Analysis","Hünkar Can Tunç, Ameya Prashant Deshmukh, Berk Çirisci, Constantin Enea, Andreas Pavlogiannis","Programming Languages (cs.PL)","Dynamic analyses are a standard approach to analyzing and testing concurrent programs. Such techniques observe program traces and analyze them to infer the presence or absence of bugs. At its core, each analysis maintains a partial order $P$ that represents order dependencies between events of the analyzed trace $\sigma$. Naturally, the scalability of the analysis largely depends on how efficiently it maintains $P$. The standard data structure for this task has thus far been vector clocks. These, however, are slow for analyses that follow a non-streaming style, costing $O(n)$ for inserting (and propagating) each new ordering in $P$, where $n$ is the size of $\sigma$, while they cannot handle the deletion of existing orderings.
In this paper we develop collective sparse segment trees (CSSTs), a simple but elegant data structure for generically maintaining a partial order $P$. CSSTs thrive when the width $k$ of $P$ is much smaller than the size $n$ of its domain, allowing inserting, deleting, and querying for orderings in $P$ to run in $O(logn)$ time. For a concurrent trace, $k$ is bounded by the number of its threads, and is normally orders of magnitude smaller than its size $n$, making CSSTs fitting for this setting. Our experimental results confirm that CSSTs are the best data structure currently to handle a range of dynamic analyses from existing literature.","Tue, 26 Mar 2024 15:53:53 UTC (124 KB)"
"59","Probing the shape of the quark-gluon plasma droplet via event-by-event QGP tomography","Bithika Karmakar, Dusan Zigic, Pasi Huovinen, Marko Djordjevic, Magdalena Djordjevic, Jussi Auvinen","High Energy Physics - Phenomenology (hep-ph)","This study investigates Quark-Gluon Plasma (QGP) in heavy-ion collisions through two avenues: high-$p_{\perp}$ frameworks and hydrodynamic modeling. Using the T$_{\text{R}}$ENTo model, we find that IP-Glasma mimicking $p=0$ value aligns well with high-$p_{\perp}$ data, in agreement with Bayesian analysis of the low-$p_{\perp}$ regime. While adjusting $p$ values may improve a fit to a particular high-$p_{\perp}$ observable, it does not permit an earlier onset of transverse expansion.","Tue, 26 Mar 2024 15:53:07 UTC (884 KB)"
"60","Graph Language Model (GLM): A new graph-based approach to detect social instabilities","Wallyson Lemes de Oliveira, Vahid Shamsaddini, Ali Ghofrani, Rahul Singh Inda, Jithendra Sai Veeramaneni, Étienne Voutaz","Computation and Language (cs.CL)","This scientific report presents a novel methodology for the early prediction of important political events using News datasets. The methodology leverages natural language processing, graph theory, clique analysis, and semantic relationships to uncover hidden predictive signals within the data. Initially, we designed a preliminary version of the method and tested it on a few events. This analysis revealed limitations in the initial research phase. We then enhanced the model in two key ways: first, we added a filtration step to only consider politically relevant news before further processing; second, we adjusted the input features to make the alert system more sensitive to significant spikes in the data. After finalizing the improved methodology, we tested it on eleven events including US protests, the Ukraine war, and French protests. Results demonstrate the superiority of our approach compared to baseline methods. Through targeted refinements, our model can now provide earlier and more accurate predictions of major political events based on subtle patterns in news data.","Tue, 26 Mar 2024 15:53:02 UTC (15,022 KB)"
"61","Exploring the Boundaries of Ambient Awareness in Twitter","Pablo Sanchez-Martin, Sonja Utz, Isabel Valera","Social and Information Networks (cs.SI)","Ambient awareness refers to the ability of social media users to obtain knowledge about who knows what (i.e., users' expertise) in their network, by simply being exposed to other users' content (e.g, tweets on Twitter). Previous work, based on user surveys, reveals that individuals self-report ambient awareness only for parts of their networks. However, it is unclear whether it is their limited cognitive capacity or the limited exposure to diagnostic tweets (i.e., online content) that prevents people from developing ambient awareness for their complete network. In this work, we focus on in-wall ambient awareness (IWAA) in Twitter and conduct a two-step data-driven analysis, that allows us to explore to which extent IWAA is likely, or even possible. First, we rely on reactions (e.g., likes), as strong evidence of users being aware of experts in Twitter. Unfortunately, such strong evidence can be only measured for active users, which represent the minority in the network. Thus to study the boundaries of IWAA to a larger extent, in the second part of our analysis, we instead focus on the passive exposure to content generated by other users -- which we refer to as in-wall visibility. This analysis shows that (in line with \citet{levordashka2016ambient}) only for a subset of users IWAA is plausible, while for the majority it is unlikely, if even possible, to develop IWAA. We hope that our methodology paves the way for the emergence of data-driven approaches for the study of ambient awareness.","Tue, 26 Mar 2024 15:09:33 UTC (2,405 KB)"
